max_players,max_playtime,min_age,min_players,min_playtime,name,playing_time,Year_of_Release,artist,category,designer,expansion,publisher,average_rating,users_rated,principal_category,secondary_category,other_category,WeightedAverage
6,45,10,3,45,The Big Idea,45,2000,Damon S. Brown,"Card Game,Party Game",James Ernest,yes,"Arclight,Cheapass Games",6.32968,802,Card Game,Party Game,,6.346845658005395
4,90,10,3,90,Conspiracy,90,1973,unknown,"Bluffing,Memory,Spies/Secret Agents",Eric Solomon,no,"AMIGO Spiel + Freizeit GmbH,Clipper,Condor,Gibsons Games,Milton Bradley,Pelikan",6.25721,499,Bluffing,Memory,Spies/Secret Agents,6.315853330053076
5,20,15,3,20,Gother Than Thou,20,2000,unknown,Card Game,R. Hunter Gough,no,Savant Garde Entertainment,4.5848,198,Card Game,,,5.86673364860032
5,90,10,2,90,HeroQuest,90,1989,"Gary Chalk,Les Edwards","Adventure,Exploration,Fantasy,Fighting,Miniatures",Stephen Baker,yes,"Estrela,El Greco,MB Giochi,MB Jeux,MB Juegos,MB peli,MB spel,MB Spellen,MB Spiele,MB spil (Danish),Milton Bradley,Takara",7.02496,8218,Adventure,Exploration,"Fantasy,Fighting,Miniatures",6.987647507079952
2,60,9,2,60,Battle Masters,60,1992,Chris Baker,"Fantasy,Fighting,Miniatures,Wargame",Stephen Baker,yes,"MB Giochi,MB Jeux,MB Juegos,MB Spellen,MB Spiele,Milton Bradley,Nomura Toy",6.14928,1726,Fantasy,Fighting,"Miniatures,Wargame",6.199841404637477
2,240,12,2,240,A House Divided,240,1981,"Frank Chadwick,Rich Hasenauer,Jason Juta,William H. Keith, Jr.,Franz Vohwinkel","American Civil War,Wargame","Frank Chadwick,Alan Emrich",no,"Diseños Orbitales,GDW Games,Mayfair Games,Phalanx Games B.V.",7.10135,1701,American Civil War,Wargame,,6.93620446920628
4,120,12,2,120,Wabbit Wampage,120,1985,unknown,"Comic Book / Strip,Farming,Humor",Mark Acres,no,Pacesetter,5.8896,202,Comic Book / Strip,Farming,Humor,6.234884454021401
2,120,12,2,120,Roman Civil War,120,1993,unknown,"Ancient,Civil War,Wargame",Joseph Miranda,yes,Decision Games (I),6.89648,71,Ancient,Civil War,Wargame,6.439299066064839
6,45,7,2,45,Montgolfiere,45,1992,Dominique Ehrhard,"Aviation / Flight,Racing",Dominique Ehrhard,no,Eurogames,5.81943,535,Aviation / Flight,Racing,,6.087521484756545
2,300,0,2,300,Caesar in Gallia,300,1993,unknown,"Ancient,Wargame",Joseph Miranda,yes,Decision Games (I),6.68922,51,Ancient,Wargame,,6.403520701856666
4,240,12,2,240,Frederick the Great,240,1975,"Rodger B. MacGowan,Redmond A. Simonsen","Age of Reason,Wargame","Edward Curran,Frank Davis",no,"Avalon Hill,Hobby Japan,SPI (Simulations Publications, Inc.)",6.81662,376,Age of Reason,Wargame,,6.56419955105368
2,300,14,2,300,When Tigers Fight,300,1994,unknown,"Wargame,World War II",Dean Webb,yes,"Kokusai-Tsushin Co., Ltd. (国際通信社),XTR Corp",6.06806,72,Wargame,World War II,,6.335821690075216
2,180,12,2,180,Holy War: Afghanistan,180,1991,unknown,"Political,Wargame",Joseph Miranda,no,Decision Games (I),6.21618,68,Political,Wargame,,6.3554400118363095
2,180,12,2,180,Dragons of Glory,180,1986,unknown,"Fantasy,Novel-based,Wargame","Tracy Hickman,Douglas Niles",no,TSR,6.17492,61,Fantasy,Novel-based,Wargame,6.352691277581147
2,20,8,2,20,Snit's Revenge,20,1977,Tom Wham,Fighting,Tom Wham,no,"Steve Jackson Games,TSR",6.22529,354,Fighting,,,6.312578860331409
6,120,10,2,120,Elfenroads,120,1992,Doris Matthäus,"Fantasy,Transportation",Alan R. Moon,no,White Wind,7.15087,266,Fantasy,Transportation,,6.644022332536585
2,180,12,2,180,Blood Bowl (Third Edition),180,1994,"Wayne England,David Gallagher,Richard Wright","Fantasy,Fighting,Miniatures,Sports,Wargame",Jervis Johnson,yes,Games Workshop Ltd.,7.57274,4492,Fantasy,Fighting,"Miniatures,Sports,Wargame",7.4527118923724
6,60,10,2,60,Nuclear War,60,1965,"Steven S. Crompton,Gary Freeman,Brian McCrary","Card Game,Modern Warfare,Negotiation,Political",Douglas Malewicki,yes,"Flying Buffalo, Inc. (FBI)",6.21832,2520,Card Game,Modern Warfare,"Negotiation,Political",6.244157644610272
6,240,9,2,240,Talisman,240,1983,"Christos Achilleos,Gary Chalk","Adventure,Exploration,Fantasy,Fighting",Robert Harris,yes,"Altar Games,Casper,Gallimard,Games Workshop Ltd.,Kod Kod,Pelito,Protocol Productions,R.I.P.A.,Schmidt Spiele,Sfera,Target Games,Ventura International",6.40353,4319,Adventure,Exploration,"Fantasy,Fighting",6.400505448583321
6,180,12,2,180,Escape from Colditz,180,1973,"Antonio Catalán,Peter Dennis","Adventure,World War II","Bob Brechin,Brian Degas,Major P.R. Reid M.B.E., M.C.",no,"Clipper,Devir,Factor Games,Gibsons Games,Nike and Cooper Española, S.A.,Osprey Games,Parker Brothers,Smeets & Schippers",6.61378,2085,Adventure,World War II,,6.567474269525348
4,10,4,2,10,Pizza Party,10,1987,unknown,"Children's Game,Memory",(Uncredited),no,"Borras Plana S.A.,Parker Brothers,Tactic,Winning Moves Games (USA)",5.24747,79,Children's Game,Memory,,6.220621445117485
5,90,12,2,90,Galaxy: The Dark Ages,90,2000,"Rodger B. MacGowan,Kurt Miller,Mark Simonitch","Card Game,Science Fiction","Don Greenwood,Reiner Knizia",no,GMT Games,6.22986,554,Card Game,Science Fiction,,6.298417577536076
4,120,12,2,120,Tyranno Ex,120,1990,"Jean Baer,Dave Dobyski,Charles S. Jarboe, Jr.,Charles Kibler,Michael Präpasser","Fighting,Prehistoric",Karl-Heinz Schmiel,no,"Avalon Hill,Moskito Spiele",6.47635,401,Fighting,Prehistoric,,6.419762526884599
5,120,12,2,120,Fast Food Franchise,120,1992,"Jennifer Angerman,Armand Cabrera,Thomas Lehmann",Economic,Thomas Lehmann,no,"Prism Games,TimJim Games",6.34842,361,Economic,,,6.36349512975961
4,60,9,2,60,X-Men Alert,60,1992,unknown,"Comic Book / Strip,Fighting",Richard Borg,no,Pressman Toy Corp.,6.15464,347,Comic Book / Strip,Fighting,,6.284356277122814
6,120,12,2,120,Chill: Black Morn Manor,120,1985,"Andria Hayday,Oliver Schlemmer,Stephen Sullivan",Horror,Troy Denning,no,"Klee,Pacesetter,Schmidt International,Schmidt Spiele,Truant Spiele",6.0444,377,Horror,,,6.2325296313831515
2,240,12,2,240,Breakout: Normandy,240,1992,"Charles Kibler,Art Lupinacci","Wargame,World War II","Don Greenwood,James Stahler",no,"Avalon Hill,L2 Design Group",7.66202,872,Wargame,World War II,,7.1927632118972475
4,45,10,2,45,Escape from New York,45,1981,unknown,"Fighting,Movies / TV / Radio theme,Science Fiction","David ""Zeb"" Cook,Harold Johnson",no,TSR,5.38169,71,Fighting,Movies / TV / Radio theme,Science Fiction,6.2509451431226335
5,90,12,3,90,San Francisco,90,2000,Oliver Freudenreich,City Building,"Thorsten Löpmann,Andreas Wetter",no,AMIGO Spiel + Freizeit GmbH,6.19047,296,City Building,,,6.305990963219879
2,180,12,2,180,Trajan,180,1991,"Eric Brune,Callie Cummins,Mark Simonitch","Ancient,Wargame",Joseph Miranda,yes,Decision Games (I),6.79154,94,Ancient,Wargame,,6.4403946914529016
2,180,12,2,180,Germania,180,1995,unknown,"Ancient,Wargame",Joseph Miranda,yes,Decision Games (I),6.79577,52,Ancient,Wargame,,6.414075591889535
2,180,12,2,180,"The Game of France, 1940: German Blitzkrieg in the West",180,1972,unknown,"Wargame,World War II",Jim Dunnigan,no,"Avalon Hill,SPI (Simulations Publications, Inc.)",5.71618,427,Wargame,World War II,,6.071195843282657
2,240,12,2,240,Bitter Woods,240,1998,Mark Simonitch,"Wargame,World War II",Randy Heller,no,"Avalon Hill,Multi-Man Publishing",6.87249,189,Wargame,World War II,,6.5110163958244165
2,10,8,2,10,Trax,10,1980,unknown,Abstract Strategy,David L. Smith,no,"(Self-Published),Bandai,Colour of Strategy, Ltd.,Excalibre Games, Inc.,Gigamic,Grapet,Heraclio Fournier,Holdson,Mind Games, Ltd. (I),quecke-verlag,Tantrix Holland B.V.,Tantrix UK Ltd.,The United States Playing Card Company",6.51616,463,Abstract Strategy,,,6.442545967521313
4,120,16,2,120,Minos,120,1991,J. C. Sohier,"Ancient,City Building,Civilization,Economic,Fighting,Nautical",H. Jean Vanaise,no,"Otto Maier Verlag,Ravensburger Spieleverlag GmbH",6.43037,246,Ancient,City Building,"Civilization,Economic,Fighting,Nautical",6.392842770406197
6,120,12,2,120,Maul of America,120,1998,Steve Bryant,"Fighting,Horror,Zombies",Eric Canfield,yes,Jolly Roger Games,4.63571,105,Fighting,Horror,Zombies,6.072626837558716
2,240,14,2,240,Panzerkrieg,240,1978,"Rodger B. MacGowan,Masahiro Yamazaki","Wargame,World War II",John Prados,no,"Avalon Hill,CoSi,OSG (Operational Studies Group),Six Angles",6.33575,221,Wargame,World War II,,6.362538747188659
2,15,8,2,15,Domain,15,1983,unknown,Abstract Strategy,Claude Duvernay,no,"Alga,Editrice Giochi,Estrela,Nathan,Orda Industries Ltd.,Parker Brothers,Waddington's Games, Inc.",6.05807,147,Abstract Strategy,,,6.30251310158118
2,360,12,1,360,Thunder at Cassino,360,1987,"Charles Kibler,George I. Parrish, Jr.","Wargame,World War II",Courtney F. Allen,no,Avalon Hill,7.00827,351,Wargame,World War II,,6.635831323998852
6,60,10,3,60,Black Vienna,60,1987,"Jim Ferreira,Martina Irion,Steve Sisk","Card Game,Deduction,Spies/Secret Agents",Gilbert Obermair,no,"(Web published),KOSMOS",7.03381,412,Card Game,Deduction,Spies/Secret Agents,6.672280051231385
2,180,12,2,180,Turning Point: Stalingrad,180,1989,"Charles Kibler,George I. Parrish, Jr.","Wargame,World War II",Don Greenwood,yes,Avalon Hill,7.18437,611,Wargame,World War II,,6.819837764827204
2,30,12,2,30,Battle Line,30,2000,"Roland MacDonald,Rodger B. MacGowan,Mark Simonitch","Ancient,Card Game,Deduction",Reiner Knizia,no,"Chrononauts Games,GMT Games,Roland's Revenge Games,Wargames Club Publishing",7.42393,12222,Ancient,Card Game,Deduction,7.382680564905128
7,60,10,3,60,The Great Brain Robbery,60,2000,Brian Snoddy,"American West,Card Game,Fantasy,Fighting,Horror,Trains,Zombies",James Ernest,no,"Cheapass Games,Truant Spiele",5.54546,540,American West,Card Game,"Fantasy,Fighting,Horror,Trains,Zombies",5.94397892954137
12,45,10,2,45,Mad Gab,45,1996,unknown,"Party Game,Word Game","Tim Walsh,Terry White",no,"Drumond Park Ltd.,Mattel,Megableu,Patch Products",5.01144,1058,Party Game,Word Game,,5.448840312402455
5,45,8,2,45,Space Walk,45,1999,Franz Vohwinkel,"Abstract Strategy,Science Fiction",Rüdiger Dorn,no,"Gigamic,Morapiaf,Ravensburger Spieleverlag GmbH",5.97148,324,Abstract Strategy,Science Fiction,,6.2159577751493
6,60,10,2,60,Regatta,60,1967,(Uncredited),"Nautical,Racing,Sports","David D'Arcey,G. W. ""Jerry"" D'Arcey,Frank Thibault",no,"3M,Avalon Hill,Klee",6.26356,480,Nautical,Racing,Sports,6.3201004966561465
5,60,12,2,60,Keytown,60,2000,Juliet Breese,Medieval,Richard Breese,no,R&D Games,6.46684,98,Medieval,,,6.389531783817765
8,90,10,2,90,Star Trek Red Alert,90,2000,unknown,"Collectible Components,Fighting,Movies / TV / Radio theme,Science Fiction","Matthew Colville,Darrell Hardy,Christian Moore,Christian T. Petersen",no,Last Unicorn Games,6.3835,103,Collectible Components,Fighting,"Movies / TV / Radio theme,Science Fiction",6.375937291414632
8,20,10,2,20,Loot,20,1992,"Gary Locke,Chechu Nieto,Pierre-Louis Puaud,Franz Vohwinkel","Card Game,Nautical,Pirates",Reiner Knizia,no,"(Unknown),AMIGO Spiel + Freizeit GmbH,ASYNCRON games,cosaic,Dal Negro,Gamewright,Geeks N' Orcs,Group SNE,Heidelberger Spieleverlag,HomoLudicus,Kanga Games,Nürnberger-Spielkarten-Verlag,Tilsit,Trefl Joker Line",6.30076,4776,Card Game,Nautical,Pirates,6.3077368170437875
4,90,10,2,90,Kings and Castles,90,2000,unknown,"Medieval,Wargame","Gary Dicken,Steve Kendall,Phil Kendall",no,Ragnar Brothers,6.59444,135,Medieval,Wargame,,6.421163916099249
6,20,10,2,20,Ausbrecher AG,20,1985,Heinz-Peter Fothen,"Deduction,Dice,Racing",Hajo Bücken,no,"Arbeitsstelle für neues Spielen,Ravensburger Spieleverlag GmbH",6.0894,233,Deduction,Dice,Racing,6.283792478476158
6,90,12,3,90,Beim Zeus!,90,1997,Franz Vohwinkel,"Ancient,City Building",Klaus Palesch,no,KOSMOS,5.14789,71,Ancient,City Building,,6.2218736895324405
6,45,10,3,45,Tabloid Teasers,45,1991,unknown,"Bluffing,Party Game",(Uncredited),no,Pressman Toy Corp.,5.92434,76,Bluffing,Party Game,,6.314999178338582
6,120,8,3,120,"Win, Place & Show",120,1966,unknown,"Animals,Racing,Sports","Thomas M. Divoll,John B. Reilly",yes,"3M,Avalon Hill,Klee",6.71985,726,Animals,Racing,Sports,6.578956596022042
9,10,8,1,10,Letter Head,10,2000,"Nicolas Gluesenkamp,J. Scott Reeves,Jeff Tidball","Card Game,Game System,Word Game","Kristan Lawson,Herbert R. Lawson",yes,Atlas Games,6.04579,78,Card Game,Game System,Word Game,6.330036862842602
8,120,13,2,120,Discretion,120,1978,unknown,"City Building,Economic","Brian Astle,Christopher Gallagher",no,Princeton International Enterprises,6.72549,51,City Building,Economic,,6.406877816194235
6,90,12,2,90,Dog Eat Dog,90,1999,Lori Walls,"Economic,Environmental,Industry / Manufacturing",Evan Jones,no,QED Games,5.26417,127,Economic,Environmental,Industry / Manufacturing,6.149504428585365
6,90,10,2,90,Maxi Bour$e,90,1987,unknown,Economic,"Marc-Éric Gervais,Pascale Loiseau,Georges Daniel Volpilhac",no,"Diset S. A.,Schmidt France,TSR",4.38752,137,Economic,,,5.947064249172721
5,60,10,3,60,Palermo,60,1992,unknown,"City Building,Mafia",Walter Ziser,no,Piatnik,5.86765,68,City Building,Mafia,,6.313714589301098
6,120,12,1,120,Tales of the Arabian Nights,120,1985,"Larry Catalano,Stephen Crane,Ingmar Drewing,Larry Elmore,Jens Haupt,Christopher T. Miller,Steve Weiss","Adventure,Arabian,Fantasy","Brad Freeman,Eric Goldberg,Doug Kaufman,Kevin Maroney,Ken Rolston",no,"Edition Erlkönig,Gallimard,West End Games",7.09216,739,Adventure,Arabian,Fantasy,6.802498730204216
4,45,10,2,45,Focus,45,1963,Marion Pott,Abstract Strategy,Sid Sackson,no,"Daekor Designs,Estrela,Hugendubel Verlag,KOSMOS,Labo Market,Milton Bradley,Nilco S.A.,Parker Brothers,Random House, Inc.,Spear's Games,Whitman",6.46077,643,Abstract Strategy,,,6.422978824779548
4,90,12,2,90,Terra Turrium,90,1990,Tilman Michalski,Abstract Strategy,Wolfgang Kramer,no,KOSMOS,6.04695,82,Abstract Strategy,,,6.328246712582515
6,30,10,3,30,Löwendynastie,30,1998,unknown,Card Game,Hartmut Witt,no,Adlung-Spiele,5.98986,74,Card Game,,,6.324807189412933
6,20,12,2,20,Yahtzee Deluxe Poker,20,1994,Comicon S.L.,Dice,"Sean McGuire,Thomas McGuire",no,"Hasbro,Milton Bradley,Parker Brothers,Ravensburger Spieleverlag GmbH",6.06359,467,Dice,,,6.224287711192372
4,60,10,2,60,Foil,60,1968,unknown,"Card Game,Word Game",Frederick A. Herschler,no,3M,5.61917,133,Card Game,Word Game,,6.2157018905577
6,60,10,2,60,Dragonlance,60,1988,unknown,"Fantasy,Medieval","Michael S. Dobson,Scott Haring,Warren Spector",no,TSR,5.33066,351,Fantasy,Medieval,,5.94389112423387
6,240,12,3,240,Shanghai Trader,240,1986,Penelope Donavan,"Economic,Political","Steve Barnes (I),Dave O'Connor,Steve Utick,Peter Wyche",no,"Hobby Japan,Panther Games",6.53263,190,Economic,Political,,6.4179556329319185
2,20,10,2,20,Ace of Aces: Handy Rotary Series,20,1980,"Joe DeMarco,Jerry Redding","Aviation / Flight,Book,Wargame,World War I","Doug Kaufman,Alfred Leonardi",no,"Flying Buffalo, Inc. (FBI),Gameshop,Greysea Games,Grow Jogos e Brinquedos,Nova Game Designs",6.99702,983,Aviation / Flight,Book,"Wargame,World War I",6.787093962726247
4,180,12,2,180,The Hills Rise Wild!,180,2000,Dennis Detwiller,"Adventure,Fighting,Horror,Miniatures","Jesper Myrfors,John Tynes",no,Pagan Publishing,6.37131,244,Adventure,Fighting,"Horror,Miniatures",6.373372750971806
2,120,12,2,120,Crimean War Battles,120,1978,Redmond A. Simonsen,"Post-Napoleonic,Wargame",Steven Ross,no,"SPI (Simulations Publications, Inc.)",6.84934,76,Post-Napoleonic,Wargame,,6.437047789449694
6,120,12,2,120,Dragonhunt,120,1982,Chris White (I),"Fantasy,Wargame","Willis P. Carpenter,Garrett J. Donner,Michael S. Steer",no,Avalon Hill,5.77,218,Fantasy,Wargame,,6.190877001006996
4,45,10,2,45,Thunder Road,45,1986,Paul Alexander,"Fighting,Racing,Science Fiction",Jim Keifer,no,"MB Jeux,Milton Bradley",6.61009,664,Fighting,Racing,Science Fiction,6.508839730861704
5,90,12,2,90,Buffy the Vampire Slayer: The Game,90,2000,unknown,"Horror,Movies / TV / Radio theme","Rob Daviau,Bill Sabram,Craig Van Ness",no,"Hasbro,Milton Bradley",6.63443,1512,Horror,Movies / TV / Radio theme,,6.569805092804683
4,30,8,2,30,Pipeline,30,1988,unknown,Abstract Strategy,Ed Okimura,no,Playco Hawaii,5.3225,80,Abstract Strategy,,,6.229292563315558
4,60,8,2,60,Rummikub,60,1977,"(Uncredited),Sławek Wiechowski","Card Game,Number",Ephraim Hertzano,yes,"(Unknown),Arxon,Bello Games New York, Inc.,Bookmark Verlag,Brain Games Germany,Brio AB,Cadaco,Cardinal,Carlit,Casper,Crown & Andrews Ltd.,Dal Negro,Desyllas Games,Dujardin,Espenlaub,Falomir Juegos,Fame Products,Fjarðarfell,Fortuna Games,Fun Connection,Game Design,Goliath B.V.,Goliath Games,Grow Jogos e Brinquedos,Hansa Toy Co.,Hasbro,HEMA,Hertzano Ltd.,Ideal,Intelli,Joker,Jumbo,Kawada, Co. Ltd,Kingstone International,Kod Kod,Lamda Limited,Lastentuotetukku KY,Lemada Light Industries,Lifetime Educational Games,M & G Pacific Toys, Inc,Masudaya Corp,Nordic Games GmbH,Parker Brothers,Pavilion,Peri Spiele,Piatnik,Playtoy Industries,Pressman Toy Corp.,Ravensburger Spieleverlag GmbH,Schmidt International,Schmidt Spiele,Selchow & Righter,Selecta Spel en Hobby,Shelbud Products Corp.,Spear's Games,Sterling Games,Studio100,Tactic,TM Toys,TOMA Sp. z o.o.,Tomy,Waddington's Games, Inc.,Weico Produkte GmbH,Western Publishing Company,Wood Expressions",6.29554,8073,Card Game,Number,,6.300138120462267
4,45,7,2,45,Goosebumps: Terror in the Graveyard Game,45,1995,unknown,"Children's Game,Horror,Novel-based",Craig Van Ness,no,"MB Jeux,MB Juegos,MB Spellen,Milton Bradley",5.30185,108,Children's Game,Horror,Novel-based,6.183864287373393
5,20,5,2,20,Aquarius,20,1998,Andrew Looney,"Card Game,Religious",Andrew Looney,yes,"Covenant Communications, Inc.,Hobby Japan,Looney Labs,Swan Panasia Co., Ltd.",5.96247,1412,Card Game,Religious,,6.070186886361414
6,30,11,1,30,Chrononauts,30,2000,"Alison Frane,Derek Ring","Bluffing,Card Game,Deduction,Educational,Political,Science Fiction,World War I,World War II",Andrew Looney,yes,Looney Labs,6.22636,4590,Bluffing,Card Game,"Deduction,Educational,Political,Science Fiction,World War I,World War II",6.240900213501576
6,360,14,3,360,2038: Tycoons of the Asteroid Belt,360,1995,"Thomas Lehmann,Michael McLaughin,John Stoltenberg,Jeff Sturgeon","Economic,Science Fiction,Space Exploration,Trains,Transportation","James Hlavaty,Thomas Lehmann",yes,"Prism Games,TimJim Games",7.03236,343,Economic,Science Fiction,"Space Exploration,Trains,Transportation",6.6420986556619495
2,15,9,2,15,Axiom,15,1988,Michael Seal,Abstract Strategy,Michael Seal,no,"Abstract Planet Ltd.,Lumicube,Seventh Seal",6.93802,191,Abstract Strategy,,,6.530175841856764
5,45,8,2,30,Carcassonne,45,2000,"Doris Matthäus,Anne Pätzke,Chris Quilliams","City Building,Medieval,Territory Building",Klaus-Jürgen Wrede,yes,"Hans im Glück Verlags-GmbH,999 Games,Albi,Bard Centrum Gier,Bergsala Enigma,Brain Games,cutia.ro,Devir,Fantasmagoria,Filosofia Éditions,Giochi Uniti,Grow Jogos e Brinquedos,Hobby World,Ísöld ehf.,Kaissa Chess & Games,Korea Boardgames co., Ltd.,Lautapelit.fi,Midgaard Games,MINDOK,Möbius Games,Monkey Time,NeoTroy Games,Piatnik,Rio Grande Games,Schmidt Spiele,Smart Ltd,Stupor Mundi,Swan Panasia Co., Ltd.,Venice Connection,Ventura Games,Z-Man Games",7.43536,67056,City Building,Medieval,Territory Building,7.427507398998209
5,60,12,2,60,Lord of the Rings,60,2000,"Bluguy,John Howe","Adventure,Fantasy,Novel-based",Reiner Knizia,yes,"(Unknown),999 Games,Alga,Bard Centrum Gier,Devir,Edge Entertainment,Editrice Giochi,Fantasy Flight Games,Fjölvaútgáfan,Hasbro,Hobby World,Kaissa Chess & Games,KOSMOS,Laser plus,Parker Brothers,Sophisticated Games,Stratelibri,Tactic,Tilsit,Wizards of the Coast",6.78475,11826,Adventure,Fantasy,Novel-based,6.768103455031886
4,20,10,2,20,Screaming Eagles,20,1987,Paul Alexander,"Fighting,Wargame",Jim Keifer,no,"Hasbro,Milton Bradley",5.92098,298,Fighting,Wargame,,6.205064820454917
5,45,8,2,45,Cartagena,45,2000,"Christoph Clasen,Didier Guiserix,Martin Hoffmann,Tomasz Larek,Claus Stephan,Studio Tapiro","Pirates,Racing",Leo Colovini,no,"Corfix,Devir,Giochi Uniti,Hobby World,Identity Games International B.V.,Nasza Księgarnia,Nordic Games GmbH,Oya,Piatnik,Ravensburger Spieleverlag GmbH,Rio Grande Games,Tilsit,Venice Connection,White Goblin Games,Winning Moves Germany",6.70984,6545,Pirates,Racing,,6.686031580798158
5,45,10,2,45,Attila,45,2000,Franz Vohwinkel,Ancient,Karl-Heinz Schmiel,no,"999 Games,Hans im Glück Verlags-GmbH,Rio Grande Games",6.51186,1478,Ancient,,,6.4771075665940465
6,240,12,1,120,Wizards,240,1982,Coral J. F. Mosbø,"Adventure,Fantasy","Thomas J. Mosbø,Coral J. F. Mosbø",no,Avalon Hill,6.23018,328,Adventure,Fantasy,,6.317256916332154
4,45,13,2,45,Battle of the Bands,45,2001,unknown,"Card Game,Humor,Music,Party Game",Dan Smith,yes,"Dan Smith Industries,Third World Games",5.76798,178,Card Game,Humor,"Music,Party Game",6.215177178057556
6,60,10,3,60,Schrille Stille,60,1999,"Bluguy,Victor Boden","Economic,Music",Peter Wichmann,no,Zoch Verlag,6.51615,638,Economic,Music,,6.453860621021988
2,360,12,2,360,For the People,360,1998,"Rodger B. MacGowan,Kurt Miller,Mark Simonitch","American Civil War,Wargame",Mark Herman,no,"Avalon Hill,Devir,GMT Games",7.68332,1144,American Civil War,Wargame,,7.285223702386267
8,30,12,2,30,Chronology,30,1996,unknown,"Card Game,Party Game,Trivia",Jane Ruemmele,no,"Buffalo Games,Damm / Egmont,Fundex,Gibsons Games,Great American Puzzle Factory,Kärnan,Spear's Games",6.4329,626,Card Game,Party Game,Trivia,6.406913931370359
